129.568,61,27
123.256,60,28
129.568,60,27
129.568,60,27
148.505,61,24
129.568,60,27
135.88,61,26
129.568,60,27
154.817,61,23
123.256,60,28
142.193,61,25
123.256,60,28
142.193,61,25
135.88,61,26
135.88,61,26
129.568,60,27
129.568,61,27
123.256,60,28
123.256,60,28
135.88,61,26
129.568,60,27
123.256,60,28
123.256,60,28
123.256,60,28
129.568,60,27
123.256,60,28
123.256,60,28
129.568,60,27
129.568,60,27
135.88,60,26
135.88,61,26
123.256,60,28
123.256,60,28
123.256,60,28
129.568,60,27
135.88,60,26
135.88,61,26
142.193,60,25
129.568,59,27
123.256,60,28
129.568,60,27
123.256,60,28
129.568,60,27
135.88,61,26
148.505,62,24
129.568,60,27
142.193,61,25
135.88,60,26
123.256,60,28
129.568,59,27
142.193,61,25
123.256,60,28
123.256,60,28
135.88,60,26
129.568,60,27
142.193,61,25
129.568,60,27
123.256,60,28
142.193,60,25
129.568,60,27
148.505,62,24
129.568,59,27
135.88,60,26
148.505,62,24
148.505,61,24
123.256,60,28
135.88,61,26
129.568,60,27
129.568,59,27
142.193,61,25
148.505,61,24
129.568,60,27
142.193,61,25
129.568,60,27
129.568,59,27
135.88,61,26
129.568,60,27
135.88,61,26
142.193,60,25
135.88,60,26
116.943,60,29
142.193,61,25
123.256,60,28
129.568,59,27
142.193,61,25
129.568,60,27
148.505,63,24
123.256,60,28
123.256,61,28
135.88,60,26
129.568,60,27
123.256,60,28
129.568,60,27
129.568,60,27
142.193,61,25
135.88,61,26
142.193,61,25
142.193,61,25
148.505,61,24
167.442,62,21
142.193,61,25
123.256,60,28
135.88,61,26
135.88,61,26
123.256,60,28
142.193,61,25
142.193,61,25
123.256,60,28
123.256,60,28
129.568,60,27
135.88,61,26
123.256,60,28
123.256,60,28
243.189,51,9
135.88,62,26
135.88,60,26
129.568,60,27
135.88,61,26
135.88,60,26
123.256,60,28
129.568,60,27
135.88,62,26
135.88,61,26
129.568,60,27
129.568,60,27
135.88,61,26
129.568,61,27
142.193,61,25
135.88,62,26
123.256,60,28
129.568,60,27
129.568,60,27
129.568,60,27
135.88,61,26
129.568,60,27
142.193,60,25
142.193,60,25
135.88,61,26
135.88,60,26
129.568,60,27
148.505,62,24
123.256,61,28
135.88,60,26
135.88,60,26
135.88,61,26
135.88,61,26
148.505,62,24
142.193,61,25
129.568,60,27
142.193,61,25
135.88,60,26
142.193,61,25
135.88,61,26
148.505,61,24
129.568,60,27
129.568,61,27
230.565,52,11
142.193,61,25
154.817,61,23
142.193,62,25
142.193,61,25
129.568,60,27
142.193,60,25
123.256,60,28
129.568,60,27
123.256,60,28
142.193,61,25
142.193,61,25
129.568,59,27
135.88,61,26
135.88,60,26
142.193,61,25
129.568,60,27
129.568,60,27
135.88,60,26
135.88,61,26
142.193,61,25
142.193,61,25
135.88,61,26
243.189,69,9
135.88,62,26
123.256,60,28
148.505,61,24
135.88,61,26
129.568,60,27
129.568,60,27
123.256,60,28
135.88,60,26
142.193,61,25
243.189,51,9
129.568,60,27
123.256,61,28
129.568,60,27
129.568,61,27
135.88,61,26
142.193,61,25
123.256,60,28
148.505,63,24
135.88,61,26
135.88,61,26
135.88,62,26
129.568,61,27
135.88,62,26
135.88,62,26
135.88,63,26
148.505,65,24
135.88,69,26
129.568,70,27
135.88,73,26
142.193,75,25
199.003,118,16
217.94,85,13
98.0064,128,32
66.4449,129,37
72.7572,130,36
85.3818,133,34
72.7572,132,36
91.6941,133,33
98.0064,133,32
72.7572,132,36
85.3818,133,34
72.7572,131,36
53.8203,129,39
66.4449,129,37
72.7572,131,36
66.4449,130,37
72.7572,131,36
85.3818,133,34
91.6941,132,33
79.0695,133,35
91.6941,133,33
98.0064,133,32
85.3818,134,34
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
79.0695,133,35
91.6941,134,33
85.3818,134,34
72.7572,133,36
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
85.3818,134,34
91.6941,134,33
85.3818,134,34
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
85.3818,134,34
91.6941,134,33
85.3818,134,34
98.0064,135,32
91.6941,134,33
85.3818,134,34
91.6941,134,33
91.6941,134,33
98.0064,135,32
85.3818,134,34
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
85.3818,134,34
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
85.3818,134,34
98.0064,135,32
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
186.379,84,18
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
85.3818,134,34
91.6941,134,33
91.6941,134,33
98.0064,135,32
85.3818,134,34
91.6941,134,33
91.6941,134,33
98.0064,135,32
85.3818,134,34
91.6941,134,33
91.6941,134,33
91.6941,134,33
85.3818,134,34
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
85.3818,134,34
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
85.3818,134,34
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
85.3818,134,34
91.6941,134,33
98.0064,135,32
110.631,136,30
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
98.0064,135,32
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
85.3818,134,34
91.6941,134,33
85.3818,134,34
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
91.6941,134,33
98.0064,135,32
91.6941,134,33
91.6941,134,33
85.3818,134,34
91.6941,134,33
85.3818,134,34
98.0064,135,32
85.3818,134,34
98.0064,135,32
98.0064,135,32
91.6941,134,33
98.0064,135,32
85.3818,134,34
91.6941,134,33
98.0064,135,32
98.0064,135,32
98.0064,135,32
98.0064,135,32
98.0064,135,32
98.0064,135,32
98.0064,135,32
91.6941,134,33
